feature,importance
Profit,0.8080163272733369
Discount,0.042763630670894476
Sub-Category_Supplies,0.03321871499984757
Quantity,0.02764970734265241
Category_Office Supplies,0.008815997719764483
Sub-Category_Tables,0.008473415316629809
Segment_Corporate,0.00728628875730406
Sub-Category_Chairs,0.007077937845438799
Sub-Category_Storage,0.005776478745483964
Segment_Consumer,0.005312272228410645
